"date","Measure","Value","sex"
2019-04-01,"Employment 45-54 (%)",85.2,"M"
2019-05-01,"Employment 45-54 (%)",84.8,"M"
2019-06-01,"Employment 45-54 (%)",84.7,"M"
2019-07-01,"Employment 45-54 (%)",85,"M"
2019-08-01,"Employment 45-54 (%)",84.9,"M"
2019-09-01,"Employment 45-54 (%)",85.1,"M"
2019-10-01,"Employment 45-54 (%)",85.1,"M"
2019-11-01,"Employment 45-54 (%)",85.4,"M"
2019-12-01,"Employment 45-54 (%)",85.3,"M"
2020-01-01,"Employment 45-54 (%)",85.9,"M"
2020-02-01,"Employment 45-54 (%)",85.5,"M"
2020-03-01,"Employment 45-54 (%)",84.9,"M"
2020-04-01,"Employment 45-54 (%)",75.8,"M"
2020-05-01,"Employment 45-54 (%)",78.4,"M"
2020-06-01,"Employment 45-54 (%)",81.1,"M"
2020-07-01,"Employment 45-54 (%)",80.9,"M"
2020-08-01,"Employment 45-54 (%)",81.9,"M"
2020-09-01,"Employment 45-54 (%)",81.3,"M"
2020-10-01,"Employment 45-54 (%)",81.7,"M"
2020-11-01,"Employment 45-54 (%)",81.6,"M"
2020-12-01,"Employment 45-54 (%)",81.8,"M"
2021-01-01,"Employment 45-54 (%)",81.9,"M"
2021-02-01,"Employment 45-54 (%)",82.2,"M"
2021-03-01,"Employment 45-54 (%)",81.9,"M"
2021-04-01,"Employment 45-54 (%)",81.9,"M"
2021-05-01,"Employment 45-54 (%)",81.9,"M"
2021-06-01,"Employment 45-54 (%)",82.9,"M"
2021-07-01,"Employment 45-54 (%)",83.2,"M"
2021-08-01,"Employment 45-54 (%)",83.6,"M"
2021-09-01,"Employment 45-54 (%)",83.6,"M"
2021-10-01,"Employment 45-54 (%)",84.1,"M"
2021-11-01,"Employment 45-54 (%)",84.3,"M"
2021-12-01,"Employment 45-54 (%)",84.6,"M"
2022-01-01,"Employment 45-54 (%)",84.4,"M"
2022-02-01,"Employment 45-54 (%)",84.5,"M"
2022-03-01,"Employment 45-54 (%)",85.1,"M"
2022-04-01,"Employment 45-54 (%)",85,"M"
2022-05-01,"Employment 45-54 (%)",85.1,"M"
2022-06-01,"Employment 45-54 (%)",85.1,"M"
2022-07-01,"Employment 45-54 (%)",85.1,"M"
2022-08-01,"Employment 45-54 (%)",84.9,"M"
1948-01-01,"Employment 45-54 (%)",32.8,"F"
1948-02-01,"Employment 45-54 (%)",33,"F"
1948-03-01,"Employment 45-54 (%)",32.3,"F"
1948-04-01,"Employment 45-54 (%)",33.8,"F"
1948-05-01,"Employment 45-54 (%)",32.7,"F"
1948-06-01,"Employment 45-54 (%)",34,"F"
1948-07-01,"Employment 45-54 (%)",35.6,"F"
1948-08-01,"Employment 45-54 (%)",34.2,"F"
1948-09-01,"Employment 45-54 (%)",35.3,"F"
1948-10-01,"Employment 45-54 (%)",34.5,"F"
1948-11-01,"Employment 45-54 (%)",34.6,"F"
1948-12-01,"Employment 45-54 (%)",34.6,"F"
1949-01-01,"Employment 45-54 (%)",33.9,"F"
1949-02-01,"Employment 45-54 (%)",33.7,"F"
1949-03-01,"Employment 45-54 (%)",34.2,"F"
1949-04-01,"Employment 45-54 (%)",34.4,"F"
1949-05-01,"Employment 45-54 (%)",34.5,"F"
1949-06-01,"Employment 45-54 (%)",34.5,"F"
1949-07-01,"Employment 45-54 (%)",34.7,"F"
1949-08-01,"Employment 45-54 (%)",34.7,"F"
1949-09-01,"Employment 45-54 (%)",34.2,"F"
1949-10-01,"Employment 45-54 (%)",34.8,"F"
1949-11-01,"Employment 45-54 (%)",35.1,"F"
1949-12-01,"Employment 45-54 (%)",35.2,"F"
1950-01-01,"Employment 45-54 (%)",35.2,"F"
1950-02-01,"Employment 45-54 (%)",35.2,"F"
1950-03-01,"Employment 45-54 (%)",35.5,"F"
1950-04-01,"Employment 45-54 (%)",36,"F"
1950-05-01,"Employment 45-54 (%)",35.9,"F"
1950-06-01,"Employment 45-54 (%)",36.7,"F"
1950-07-01,"Employment 45-54 (%)",36.3,"F"
1950-08-01,"Employment 45-54 (%)",36.6,"F"
1950-09-01,"Employment 45-54 (%)",36.4,"F"
1950-10-01,"Employment 45-54 (%)",37.2,"F"
1950-11-01,"Employment 45-54 (%)",36.7,"F"
1950-12-01,"Employment 45-54 (%)",36.8,"F"
1951-01-01,"Employment 45-54 (%)",37,"F"
1951-02-01,"Employment 45-54 (%)",36.8,"F"
1951-03-01,"Employment 45-54 (%)",37,"F"
1951-04-01,"Employment 45-54 (%)",37.4,"F"
1951-05-01,"Employment 45-54 (%)",38.3,"F"
1951-06-01,"Employment 45-54 (%)",36.9,"F"
1951-07-01,"Employment 45-54 (%)",40.3,"F"
1951-08-01,"Employment 45-54 (%)",39.5,"F"
1951-09-01,"Employment 45-54 (%)",38.5,"F"
1951-10-01,"Employment 45-54 (%)",38.4,"F"
1951-11-01,"Employment 45-54 (%)",39.3,"F"
1951-12-01,"Employment 45-54 (%)",39.4,"F"
1952-01-01,"Employment 45-54 (%)",39.6,"F"
1952-02-01,"Employment 45-54 (%)",40,"F"
1952-03-01,"Employment 45-54 (%)",40.1,"F"
1952-04-01,"Employment 45-54 (%)",38.9,"F"
1952-05-01,"Employment 45-54 (%)",38.9,"F"
1952-06-01,"Employment 45-54 (%)",38.7,"F"
1952-07-01,"Employment 45-54 (%)",38.5,"F"
1952-08-01,"Employment 45-54 (%)",37.5,"F"
1952-09-01,"Employment 45-54 (%)",39.2,"F"
1952-10-01,"Employment 45-54 (%)",38.8,"F"
1952-11-01,"Employment 45-54 (%)",39.4,"F"
1952-12-01,"Employment 45-54 (%)",39.6,"F"
1953-01-01,"Employment 45-54 (%)",39.9,"F"
1953-02-01,"Employment 45-54 (%)",40.1,"F"
1953-03-01,"Employment 45-54 (%)",40.1,"F"
1953-04-01,"Employment 45-54 (%)",40.3,"F"
1953-05-01,"Employment 45-54 (%)",38.6,"F"
1953-06-01,"Employment 45-54 (%)",39.5,"F"
1953-07-01,"Employment 45-54 (%)",40.3,"F"
1953-08-01,"Employment 45-54 (%)",39.4,"F"
1953-09-01,"Employment 45-54 (%)",39.3,"F"
1953-10-01,"Employment 45-54 (%)",39.5,"F"
1953-11-01,"Employment 45-54 (%)",38.6,"F"
1953-12-01,"Employment 45-54 (%)",37.8,"F"
1954-01-01,"Employment 45-54 (%)",39,"F"
1954-02-01,"Employment 45-54 (%)",39.9,"F"
1954-03-01,"Employment 45-54 (%)",38.9,"F"
1954-04-01,"Employment 45-54 (%)",38.5,"F"
1954-05-01,"Employment 45-54 (%)",39.4,"F"
1954-06-01,"Employment 45-54 (%)",39.4,"F"
1954-07-01,"Employment 45-54 (%)",38.5,"F"
1954-08-01,"Employment 45-54 (%)",37.9,"F"
1954-09-01,"Employment 45-54 (%)",39.7,"F"
1954-10-01,"Employment 45-54 (%)",39.9,"F"
1954-11-01,"Employment 45-54 (%)",40.1,"F"
1954-12-01,"Employment 45-54 (%)",39.8,"F"
1955-01-01,"Employment 45-54 (%)",40.7,"F"
1955-02-01,"Employment 45-54 (%)",41.1,"F"
1955-03-01,"Employment 45-54 (%)",40.8,"F"
1955-04-01,"Employment 45-54 (%)",41.7,"F"
1955-05-01,"Employment 45-54 (%)",41.1,"F"
1955-06-01,"Employment 45-54 (%)",41.6,"F"
1955-07-01,"Employment 45-54 (%)",42.7,"F"
1955-08-01,"Employment 45-54 (%)",43.3,"F"
1955-09-01,"Employment 45-54 (%)",43.2,"F"
1955-10-01,"Employment 45-54 (%)",43.4,"F"
1955-11-01,"Employment 45-54 (%)",43.4,"F"
1955-12-01,"Employment 45-54 (%)",43.4,"F"
1956-01-01,"Employment 45-54 (%)",43.5,"F"
1956-02-01,"Employment 45-54 (%)",43.2,"F"
1956-03-01,"Employment 45-54 (%)",43.3,"F"
1956-04-01,"Employment 45-54 (%)",43.1,"F"
1956-05-01,"Employment 45-54 (%)",43.5,"F"
1956-06-01,"Employment 45-54 (%)",43.8,"F"
1956-07-01,"Employment 45-54 (%)",43.6,"F"
1956-08-01,"Employment 45-54 (%)",44.3,"F"
1956-09-01,"Employment 45-54 (%)",44.4,"F"
1956-10-01,"Employment 45-54 (%)",44.2,"F"
1956-11-01,"Employment 45-54 (%)",44.2,"F"
1956-12-01,"Employment 45-54 (%)",44.6,"F"
1957-01-01,"Employment 45-54 (%)",44.1,"F"
1957-02-01,"Employment 45-54 (%)",44.4,"F"
1957-03-01,"Employment 45-54 (%)",44.9,"F"
1957-04-01,"Employment 45-54 (%)",45.4,"F"
1957-05-01,"Employment 45-54 (%)",45.2,"F"
1957-06-01,"Employment 45-54 (%)",45.1,"F"
1957-07-01,"Employment 45-54 (%)",46.2,"F"
1957-08-01,"Employment 45-54 (%)",44.5,"F"
1957-09-01,"Employment 45-54 (%)",45,"F"
1957-10-01,"Employment 45-54 (%)",45.2,"F"
1957-11-01,"Employment 45-54 (%)",45,"F"
1957-12-01,"Employment 45-54 (%)",45.3,"F"
1958-01-01,"Employment 45-54 (%)",45,"F"
1958-02-01,"Employment 45-54 (%)",45.2,"F"
1958-03-01,"Employment 45-54 (%)",45.3,"F"
1958-04-01,"Employment 45-54 (%)",45.3,"F"
1958-05-01,"Employment 45-54 (%)",45.4,"F"
1958-06-01,"Employment 45-54 (%)",45.5,"F"
1958-07-01,"Employment 45-54 (%)",45.6,"F"
1958-08-01,"Employment 45-54 (%)",46.3,"F"
1958-09-01,"Employment 45-54 (%)",45.4,"F"
1958-10-01,"Employment 45-54 (%)",45.5,"F"
1958-11-01,"Employment 45-54 (%)",45.3,"F"
1958-12-01,"Employment 45-54 (%)",45.9,"F"
1959-01-01,"Employment 45-54 (%)",46.5,"F"
1959-02-01,"Employment 45-54 (%)",46.4,"F"
1959-03-01,"Employment 45-54 (%)",46.6,"F"
1959-04-01,"Employment 45-54 (%)",47,"F"
1959-05-01,"Employment 45-54 (%)",47,"F"
1959-06-01,"Employment 45-54 (%)",48.1,"F"
1959-07-01,"Employment 45-54 (%)",47.5,"F"
1959-08-01,"Employment 45-54 (%)",46.9,"F"
1959-09-01,"Employment 45-54 (%)",46.4,"F"
1959-10-01,"Employment 45-54 (%)",46.5,"F"
1959-11-01,"Employment 45-54 (%)",47,"F"
1959-12-01,"Employment 45-54 (%)",47.2,"F"
1960-01-01,"Employment 45-54 (%)",47,"F"
1960-02-01,"Employment 45-54 (%)",47,"F"
1960-03-01,"Employment 45-54 (%)",46.8,"F"
1960-04-01,"Employment 45-54 (%)",47.4,"F"
1960-05-01,"Employment 45-54 (%)",47.6,"F"
1960-06-01,"Employment 45-54 (%)",47.9,"F"
1960-07-01,"Employment 45-54 (%)",48.2,"F"
1960-08-01,"Employment 45-54 (%)",48.2,"F"
1960-09-01,"Employment 45-54 (%)",49,"F"
1960-10-01,"Employment 45-54 (%)",47.5,"F"
1960-11-01,"Employment 45-54 (%)",48.2,"F"
1960-12-01,"Employment 45-54 (%)",47.5,"F"
1961-01-01,"Employment 45-54 (%)",47.1,"F"
1961-02-01,"Employment 45-54 (%)",47,"F"
1961-03-01,"Employment 45-54 (%)",47.7,"F"
1961-04-01,"Employment 45-54 (%)",47.3,"F"
1961-05-01,"Employment 45-54 (%)",47.7,"F"
1961-06-01,"Employment 45-54 (%)",48.1,"F"
1961-07-01,"Employment 45-54 (%)",47.5,"F"
1961-08-01,"Employment 45-54 (%)",47.1,"F"
1961-09-01,"Employment 45-54 (%)",47.2,"F"
1961-10-01,"Employment 45-54 (%)",47.8,"F"
1961-11-01,"Employment 45-54 (%)",47.9,"F"
1961-12-01,"Employment 45-54 (%)",48,"F"
1962-01-01,"Employment 45-54 (%)",48.5,"F"
1962-02-01,"Employment 45-54 (%)",48.2,"F"
1962-03-01,"Employment 45-54 (%)",47.7,"F"
1962-04-01,"Employment 45-54 (%)",47.8,"F"
1962-05-01,"Employment 45-54 (%)",48,"F"
1962-06-01,"Employment 45-54 (%)",47.6,"F"
1962-07-01,"Employment 45-54 (%)",47.6,"F"
1962-08-01,"Employment 45-54 (%)",48.5,"F"
1962-09-01,"Employment 45-54 (%)",48,"F"
1962-10-01,"Employment 45-54 (%)",48,"F"
1962-11-01,"Employment 45-54 (%)",47.8,"F"
1962-12-01,"Employment 45-54 (%)",47.7,"F"
1963-01-01,"Employment 45-54 (%)",47.9,"F"
1963-02-01,"Employment 45-54 (%)",48.7,"F"
1963-03-01,"Employment 45-54 (%)",48.9,"F"
1963-04-01,"Employment 45-54 (%)",49.2,"F"
1963-05-01,"Employment 45-54 (%)",48.3,"F"
1963-06-01,"Employment 45-54 (%)",48.2,"F"
1963-07-01,"Employment 45-54 (%)",47.5,"F"
1963-08-01,"Employment 45-54 (%)",47.8,"F"
1963-09-01,"Employment 45-54 (%)",48,"F"
1963-10-01,"Employment 45-54 (%)",48.9,"F"
1963-11-01,"Employment 45-54 (%)",49.2,"F"
1963-12-01,"Employment 45-54 (%)",49.4,"F"
1964-01-01,"Employment 45-54 (%)",49.4,"F"
1964-02-01,"Employment 45-54 (%)",49.4,"F"
1964-03-01,"Employment 45-54 (%)",49.4,"F"
1964-04-01,"Employment 45-54 (%)",49.7,"F"
1964-05-01,"Employment 45-54 (%)",49.6,"F"
1964-06-01,"Employment 45-54 (%)",48.9,"F"
1964-07-01,"Employment 45-54 (%)",49.1,"F"
1964-08-01,"Employment 45-54 (%)",49.8,"F"
1964-09-01,"Employment 45-54 (%)",49.8,"F"
1964-10-01,"Employment 45-54 (%)",49.2,"F"
1964-11-01,"Employment 45-54 (%)",48.7,"F"
1964-12-01,"Employment 45-54 (%)",49.5,"F"
1965-01-01,"Employment 45-54 (%)",49.5,"F"
1965-02-01,"Employment 45-54 (%)",48.7,"F"
1965-03-01,"Employment 45-54 (%)",48.7,"F"
1965-04-01,"Employment 45-54 (%)",48.9,"F"
1965-05-01,"Employment 45-54 (%)",49.2,"F"
1965-06-01,"Employment 45-54 (%)",49.8,"F"
1965-07-01,"Employment 45-54 (%)",50.1,"F"
1965-08-01,"Employment 45-54 (%)",49.4,"F"
1965-09-01,"Employment 45-54 (%)",49.3,"F"
1965-10-01,"Employment 45-54 (%)",49.3,"F"
1965-11-01,"Employment 45-54 (%)",49.4,"F"
1965-12-01,"Employment 45-54 (%)",49.3,"F"
1966-01-01,"Employment 45-54 (%)",49.3,"F"
1966-02-01,"Employment 45-54 (%)",49.5,"F"
1966-03-01,"Employment 45-54 (%)",49.7,"F"
1966-04-01,"Employment 45-54 (%)",49.9,"F"
1966-05-01,"Employment 45-54 (%)",50.3,"F"
1966-06-01,"Employment 45-54 (%)",50.4,"F"
1966-07-01,"Employment 45-54 (%)",50.8,"F"
1966-08-01,"Employment 45-54 (%)",50.4,"F"
1966-09-01,"Employment 45-54 (%)",50.8,"F"
1966-10-01,"Employment 45-54 (%)",50.4,"F"
1966-11-01,"Employment 45-54 (%)",50.8,"F"
1966-12-01,"Employment 45-54 (%)",49.8,"F"
1967-01-01,"Employment 45-54 (%)",50.1,"F"
1967-02-01,"Employment 45-54 (%)",50.1,"F"
1967-03-01,"Employment 45-54 (%)",49.3,"F"
1967-04-01,"Employment 45-54 (%)",50.2,"F"
1967-05-01,"Employment 45-54 (%)",50.1,"F"
1967-06-01,"Employment 45-54 (%)",49.4,"F"
1967-07-01,"Employment 45-54 (%)",50.1,"F"
1967-08-01,"Employment 45-54 (%)",50.7,"F"
1967-09-01,"Employment 45-54 (%)",50.3,"F"
1967-10-01,"Employment 45-54 (%)",50.7,"F"
1967-11-01,"Employment 45-54 (%)",50.6,"F"
1967-12-01,"Employment 45-54 (%)",50.8,"F"
1968-01-01,"Employment 45-54 (%)",50.7,"F"
1968-02-01,"Employment 45-54 (%)",50.9,"F"
1968-03-01,"Employment 45-54 (%)",51.2,"F"
1968-04-01,"Employment 45-54 (%)",51,"F"
1968-05-01,"Employment 45-54 (%)",51.2,"F"
1968-06-01,"Employment 45-54 (%)",51.4,"F"
1968-07-01,"Employment 45-54 (%)",51.3,"F"
1968-08-01,"Employment 45-54 (%)",50.5,"F"
1968-09-01,"Employment 45-54 (%)",51.1,"F"
1968-10-01,"Employment 45-54 (%)",50.9,"F"
1968-11-01,"Employment 45-54 (%)",51,"F"
1968-12-01,"Employment 45-54 (%)",51.4,"F"
1969-01-01,"Employment 45-54 (%)",51.5,"F"
1969-02-01,"Employment 45-54 (%)",52.1,"F"
1969-03-01,"Employment 45-54 (%)",52.1,"F"
1969-04-01,"Employment 45-54 (%)",52.2,"F"
1969-05-01,"Employment 45-54 (%)",52.1,"F"
1969-06-01,"Employment 45-54 (%)",52,"F"
1969-07-01,"Employment 45-54 (%)",52.2,"F"
1969-08-01,"Employment 45-54 (%)",52.6,"F"
1969-09-01,"Employment 45-54 (%)",53,"F"
1969-10-01,"Employment 45-54 (%)",53,"F"
1969-11-01,"Employment 45-54 (%)",53.1,"F"
1969-12-01,"Employment 45-54 (%)",52.9,"F"
1970-01-01,"Employment 45-54 (%)",52.9,"F"
1970-02-01,"Employment 45-54 (%)",52.4,"F"
1970-03-01,"Employment 45-54 (%)",52.5,"F"
1970-04-01,"Employment 45-54 (%)",52.7,"F"
1970-05-01,"Employment 45-54 (%)",52.1,"F"
1970-06-01,"Employment 45-54 (%)",52.6,"F"
1970-07-01,"Employment 45-54 (%)",52.7,"F"
1970-08-01,"Employment 45-54 (%)",52.4,"F"
1970-09-01,"Employment 45-54 (%)",52.3,"F"
1970-10-01,"Employment 45-54 (%)",52.6,"F"
1970-11-01,"Employment 45-54 (%)",52.3,"F"
1970-12-01,"Employment 45-54 (%)",52.5,"F"
1971-01-01,"Employment 45-54 (%)",52.6,"F"
1971-02-01,"Employment 45-54 (%)",52.3,"F"
1971-03-01,"Employment 45-54 (%)",51.9,"F"
1971-04-01,"Employment 45-54 (%)",52,"F"
1971-05-01,"Employment 45-54 (%)",52.2,"F"
1971-06-01,"Employment 45-54 (%)",52,"F"
1971-07-01,"Employment 45-54 (%)",51.7,"F"
1971-08-01,"Employment 45-54 (%)",52,"F"
1971-09-01,"Employment 45-54 (%)",51.8,"F"
1971-10-01,"Employment 45-54 (%)",52.1,"F"
1971-11-01,"Employment 45-54 (%)",52.5,"F"
1971-12-01,"Employment 45-54 (%)",52.3,"F"
1972-01-01,"Employment 45-54 (%)",52.5,"F"
1972-02-01,"Employment 45-54 (%)",52.4,"F"
1972-03-01,"Employment 45-54 (%)",52.6,"F"
1972-04-01,"Employment 45-54 (%)",51.9,"F"
1972-05-01,"Employment 45-54 (%)",51.9,"F"
1972-06-01,"Employment 45-54 (%)",51.9,"F"
1972-07-01,"Employment 45-54 (%)",51.9,"F"
1972-08-01,"Employment 45-54 (%)",52.4,"F"
1972-09-01,"Employment 45-54 (%)",51.9,"F"
1972-10-01,"Employment 45-54 (%)",51.4,"F"
1972-11-01,"Employment 45-54 (%)",50.7,"F"
1972-12-01,"Employment 45-54 (%)",51.5,"F"
1973-01-01,"Employment 45-54 (%)",51,"F"
1973-02-01,"Employment 45-54 (%)",51.6,"F"
1973-03-01,"Employment 45-54 (%)",51.4,"F"
1973-04-01,"Employment 45-54 (%)",52,"F"
1973-05-01,"Employment 45-54 (%)",52,"F"
1973-06-01,"Employment 45-54 (%)",51.7,"F"
1973-07-01,"Employment 45-54 (%)",52.7,"F"
1973-08-01,"Employment 45-54 (%)",52,"F"
1973-09-01,"Employment 45-54 (%)",52.5,"F"
1973-10-01,"Employment 45-54 (%)",52.1,"F"
1973-11-01,"Employment 45-54 (%)",52.6,"F"
1973-12-01,"Employment 45-54 (%)",52.2,"F"
1974-01-01,"Employment 45-54 (%)",52.4,"F"
1974-02-01,"Employment 45-54 (%)",52.3,"F"
1974-03-01,"Employment 45-54 (%)",52.7,"F"
1974-04-01,"Employment 45-54 (%)",53,"F"
1974-05-01,"Employment 45-54 (%)",53.1,"F"
1974-06-01,"Employment 45-54 (%)",53.3,"F"
1974-07-01,"Employment 45-54 (%)",53.9,"F"
1974-08-01,"Employment 45-54 (%)",52.8,"F"
1974-09-01,"Employment 45-54 (%)",52.4,"F"
1974-10-01,"Employment 45-54 (%)",52.3,"F"
1974-11-01,"Employment 45-54 (%)",51.6,"F"
1974-12-01,"Employment 45-54 (%)",51.7,"F"
1975-01-01,"Employment 45-54 (%)",51.4,"F"
1975-02-01,"Employment 45-54 (%)",51.4,"F"
1975-03-01,"Employment 45-54 (%)",51.5,"F"
1975-04-01,"Employment 45-54 (%)",51.3,"F"
1975-05-01,"Employment 45-54 (%)",51,"F"
1975-06-01,"Employment 45-54 (%)",51.4,"F"
1975-07-01,"Employment 45-54 (%)",51.5,"F"
1975-08-01,"Employment 45-54 (%)",51.5,"F"
1975-09-01,"Employment 45-54 (%)",51.2,"F"
1975-10-01,"Employment 45-54 (%)",51.9,"F"
1975-11-01,"Employment 45-54 (%)",51.3,"F"
1975-12-01,"Employment 45-54 (%)",51.5,"F"
1976-01-01,"Employment 45-54 (%)",51.7,"F"
1976-02-01,"Employment 45-54 (%)",51.6,"F"
1976-03-01,"Employment 45-54 (%)",51.5,"F"
1976-04-01,"Employment 45-54 (%)",51.8,"F"
1976-05-01,"Employment 45-54 (%)",52.1,"F"
1976-06-01,"Employment 45-54 (%)",52.3,"F"
1976-07-01,"Employment 45-54 (%)",52.3,"F"
1976-08-01,"Employment 45-54 (%)",52.4,"F"
1976-09-01,"Employment 45-54 (%)",52.4,"F"
1976-10-01,"Employment 45-54 (%)",52.5,"F"
1976-11-01,"Employment 45-54 (%)",52.6,"F"
1976-12-01,"Employment 45-54 (%)",52.6,"F"
1977-01-01,"Employment 45-54 (%)",52.5,"F"
1977-02-01,"Employment 45-54 (%)",52.5,"F"
1977-03-01,"Employment 45-54 (%)",52.6,"F"
1977-04-01,"Employment 45-54 (%)",52.9,"F"
1977-05-01,"Employment 45-54 (%)",52.9,"F"
1977-06-01,"Employment 45-54 (%)",52.5,"F"
1977-07-01,"Employment 45-54 (%)",52.5,"F"
1977-08-01,"Employment 45-54 (%)",52.4,"F"
1977-09-01,"Employment 45-54 (%)",53.1,"F"
1977-10-01,"Employment 45-54 (%)",53.6,"F"
1977-11-01,"Employment 45-54 (%)",54,"F"
1977-12-01,"Employment 45-54 (%)",53.9,"F"
1978-01-01,"Employment 45-54 (%)",54,"F"
1978-02-01,"Employment 45-54 (%)",54.2,"F"
1978-03-01,"Employment 45-54 (%)",54.3,"F"
1978-04-01,"Employment 45-54 (%)",54.3,"F"
1978-05-01,"Employment 45-54 (%)",53.4,"F"
1978-06-01,"Employment 45-54 (%)",53.8,"F"
1978-07-01,"Employment 45-54 (%)",54.8,"F"
1978-08-01,"Employment 45-54 (%)",55.1,"F"
1978-09-01,"Employment 45-54 (%)",55.7,"F"
1978-10-01,"Employment 45-54 (%)",55.7,"F"
1978-11-01,"Employment 45-54 (%)",56,"F"
1978-12-01,"Employment 45-54 (%)",55.9,"F"
1979-01-01,"Employment 45-54 (%)",56.1,"F"
1979-02-01,"Employment 45-54 (%)",55.9,"F"
1979-03-01,"Employment 45-54 (%)",55.9,"F"
1979-04-01,"Employment 45-54 (%)",55.3,"F"
1979-05-01,"Employment 45-54 (%)",54.8,"F"
1979-06-01,"Employment 45-54 (%)",55,"F"
1979-07-01,"Employment 45-54 (%)",56.4,"F"
1979-08-01,"Employment 45-54 (%)",56.4,"F"
1979-09-01,"Employment 45-54 (%)",56.5,"F"
1979-10-01,"Employment 45-54 (%)",56.6,"F"
1979-11-01,"Employment 45-54 (%)",56.8,"F"
1979-12-01,"Employment 45-54 (%)",57.5,"F"
1980-01-01,"Employment 45-54 (%)",57.1,"F"
1980-02-01,"Employment 45-54 (%)",57.2,"F"
1980-03-01,"Employment 45-54 (%)",57,"F"
1980-04-01,"Employment 45-54 (%)",56.9,"F"
1980-05-01,"Employment 45-54 (%)",56.5,"F"
1980-06-01,"Employment 45-54 (%)",56.8,"F"
1980-07-01,"Employment 45-54 (%)",56.9,"F"
1980-08-01,"Employment 45-54 (%)",57.1,"F"
1980-09-01,"Employment 45-54 (%)",57.6,"F"
1980-10-01,"Employment 45-54 (%)",57.3,"F"
1980-11-01,"Employment 45-54 (%)",57.2,"F"
1980-12-01,"Employment 45-54 (%)",58,"F"
1981-01-01,"Employment 45-54 (%)",58.6,"F"
1981-02-01,"Employment 45-54 (%)",58.7,"F"
1981-03-01,"Employment 45-54 (%)",58.7,"F"
1981-04-01,"Employment 45-54 (%)",59.1,"F"
1981-05-01,"Employment 45-54 (%)",59.1,"F"
1981-06-01,"Employment 45-54 (%)",58.5,"F"
1981-07-01,"Employment 45-54 (%)",58.1,"F"
1981-08-01,"Employment 45-54 (%)",57.8,"F"
1981-09-01,"Employment 45-54 (%)",57.2,"F"
1981-10-01,"Employment 45-54 (%)",57.9,"F"
1981-11-01,"Employment 45-54 (%)",57.9,"F"
1981-12-01,"Employment 45-54 (%)",58,"F"
1982-01-01,"Employment 45-54 (%)",57.1,"F"
1982-02-01,"Employment 45-54 (%)",57.7,"F"
1982-03-01,"Employment 45-54 (%)",57.8,"F"
1982-04-01,"Employment 45-54 (%)",57.9,"F"
1982-05-01,"Employment 45-54 (%)",58.6,"F"
1982-06-01,"Employment 45-54 (%)",58.7,"F"
1982-07-01,"Employment 45-54 (%)",59.2,"F"
1982-08-01,"Employment 45-54 (%)",58,"F"
1982-09-01,"Employment 45-54 (%)",57.9,"F"
1982-10-01,"Employment 45-54 (%)",57.8,"F"
1982-11-01,"Employment 45-54 (%)",57.7,"F"
1982-12-01,"Employment 45-54 (%)",57.4,"F"
1983-01-01,"Employment 45-54 (%)",57.2,"F"
1983-02-01,"Employment 45-54 (%)",57.1,"F"
1983-03-01,"Employment 45-54 (%)",57.3,"F"
1983-04-01,"Employment 45-54 (%)",57.2,"F"
1983-05-01,"Employment 45-54 (%)",57.2,"F"
1983-06-01,"Employment 45-54 (%)",58.1,"F"
1983-07-01,"Employment 45-54 (%)",58.4,"F"
1983-08-01,"Employment 45-54 (%)",59.1,"F"
1983-09-01,"Employment 45-54 (%)",59.3,"F"
1983-10-01,"Employment 45-54 (%)",59.2,"F"
1983-11-01,"Employment 45-54 (%)",59.2,"F"
1983-12-01,"Employment 45-54 (%)",59,"F"
1984-01-01,"Employment 45-54 (%)",58.7,"F"
1984-02-01,"Employment 45-54 (%)",58.4,"F"
1984-03-01,"Employment 45-54 (%)",59.5,"F"
1984-04-01,"Employment 45-54 (%)",59.8,"F"
1984-05-01,"Employment 45-54 (%)",60,"F"
1984-06-01,"Employment 45-54 (%)",59.9,"F"
1984-07-01,"Employment 45-54 (%)",59.7,"F"
1984-08-01,"Employment 45-54 (%)",59.9,"F"
1984-09-01,"Employment 45-54 (%)",59.6,"F"
1984-10-01,"Employment 45-54 (%)",59.7,"F"
1984-11-01,"Employment 45-54 (%)",59.8,"F"
1984-12-01,"Employment 45-54 (%)",60,"F"
1985-01-01,"Employment 45-54 (%)",60.9,"F"
1985-02-01,"Employment 45-54 (%)",61.2,"F"
1985-03-01,"Employment 45-54 (%)",61.3,"F"
1985-04-01,"Employment 45-54 (%)",61.6,"F"
1985-05-01,"Employment 45-54 (%)",61.3,"F"
1985-06-01,"Employment 45-54 (%)",61,"F"
1985-07-01,"Employment 45-54 (%)",60.7,"F"
1985-08-01,"Employment 45-54 (%)",61.8,"F"
1985-09-01,"Employment 45-54 (%)",61.3,"F"
1985-10-01,"Employment 45-54 (%)",61.3,"F"
1985-11-01,"Employment 45-54 (%)",61.8,"F"
1985-12-01,"Employment 45-54 (%)",61.8,"F"
1986-01-01,"Employment 45-54 (%)",62.9,"F"
1986-02-01,"Employment 45-54 (%)",62.4,"F"
1986-03-01,"Employment 45-54 (%)",62.4,"F"
1986-04-01,"Employment 45-54 (%)",62.4,"F"
1986-05-01,"Employment 45-54 (%)",62.1,"F"
1986-06-01,"Employment 45-54 (%)",62.6,"F"
